1 0 0 1 2 0 0 3 0 1 2 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 4 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0.686695
0 0 0 1 2 0 0 0 0 1 2 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 4 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 1.23881
0 0 0 1 2 0 0 0 0 1 2 2 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 3 0 0 0 1 2 2 0 0 4 0 0 3 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0.974971
0 0 0 1 2 0 0 0 0 1 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 2 0 3 0 0 0 1 2 2 0 0 4 0 0 3 0 0 0 0 0 0 0 0 5 0 0 0 0 0 1.43164
0 0 0 1 0 0 0 0 0 1 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 2 0 3 0 0 0 1 2 2 0 0 4 0 0 3 0 0 0 0 0 0 0 0 4 0 0 0 0 0 1.77088
0 0 0 1 0 0 0 0 0 1 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 2 2 3 0 0 0 1 2 2 0 0 4 0 2 3 0 0 0 0 0 0 0 0 4 0 0 2 0 0 1.68926
0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 2 0 2 2 3 0 0 0 1 2 2 0 0 4 0 2 3 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1.76744
0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 2 0 2 2 3 0 0 0 1 2 2 0 0 4 0 2 3 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1.76557
0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 2 0 2 2 3 0 0 0 1 2 2 0 0 4 1 2 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1.91805
0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 2 0 2 2 3 0 0 0 1 2 2 0 0 4 1 2 3 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1.71201
2 1 1 2 0 0 3 2 0 2 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 10 0 0 0 0 0 -0.269099
2 1 1 2 0 0 3 2 0 2 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 3 3 0 2 1 1 1 1 0 0 0 0 0 0 10 0 0 0 0 0 0.389816
2 1 1 2 0 0 3 2 0 2 1 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 3 3 0 2 1 1 1 1 0 0 0 0 0 0 9 0 0 0 0 0 1.00526
2 1 1 2 0 0 3 2 0 2 1 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 3 3 0 2 1 1 1 1 0 1 0 0 0 0 9 0 0 0 0 0 0.25417
2 1 1 2 0 0 3 2 0 2 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 3 3 0 2 3 1 1 1 0 1 0 0 0 0 8 0 0 0 0 0 1.00323
2 1 1 2 0 0 3 2 0 2 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 3 3 0 2 3 1 1 1 2 1 0 0 0 0 8 0 0 0 3 0 -2.01
1 1 1 2 1 2 3 0 2 1 0 2 1 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 11 0 0 0 0 0 -0.798306
1 1 1 2 1 2 3 0 2 1 0 2 1 0 0 0 0 0 0 2 1 1 4 1 1 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 11 0 0 0 0 0 -0.842876
1 1 1 2 1 2 3 0 2 1 0 0 1 0 0 0 2 0 0 2 1 1 4 1 1 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 10 0 0 0 0 0 0.0177947
0 0 0 1 0 1 2 0 2 1 0 0 1 0 0 0 2 0 0 2 1 1 4 1 1 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0.0837951
0 0 0 1 0 1 2 0 2 1 0 0 0 0 0 0 2 0 0 2 1 1 4 1 1 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 -0.103286
0 0 0 1 0 1 2 0 2 1 0 0 0 0 0 0 2 0 0 2 1 1 4 1 1 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 5 0 0 0 0 0 -0.6041
0 0 0 1 0 1 2 0 2 1 0 0 0 0 0 0 2 0 0 2 1 1 4 1 1 0 1 0 0 0 3 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 5 0 0 0 0 0 -0.304895
0 0 0 1 0 1 2 0 2 1 0 0 0 0 0 0 2 0 0 2 1 1 4 1 1 0 1 0 0 0 3 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 5 0 0 0 0 0 -0.461686
0 0 0 1 0 1 2 0 2 1 0 0 0 0 0 0 2 0 0 2 1 1 4 1 1 0 1 0 0 0 3 0 1 0 0 0 0 0 0 1 2 0 1 0 1 0 0 0 5 0 0 0 0 0 -0.263678
