2 1 1 1 1 2 2 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 3 0 10 0 1 0 0 1 1.09992
1 0 0 0 0 2 2 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 6 0 1 0 0 1 1.3514
1 0 0 0 0 2 2 2 0 0 1 0 0 0 1 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 3 0 6 0 1 0 0 1 1.46622
1 0 0 0 0 2 2 2 0 0 1 0 0 0 1 0 0 1 0 0 1 1 1 1 1 0 0 3 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 3 0 6 0 1 0 0 1 1.80636
1 0 0 0 0 2 2 2 0 0 1 0 0 0 1 0 2 1 0 0 1 1 1 1 1 0 0 3 0 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 3 0 6 0 1 0 0 1 0.641616
1 0 0 0 0 2 2 2 0 0 1 0 0 0 1 0 2 1 0 0 1 1 1 1 1 0 0 3 0 0 0 1 1 1 3 1 0 0 0 0 0 0 0 0 0 0 3 0 6 0 1 0 0 1 1.26497
1 0 0 0 0 2 2 2 0 0 1 0 0 0 1 0 2 1 2 0 1 1 1 1 1 0 0 3 0 0 2 1 1 1 3 1 0 0 0 0 0 0 0 0 0 0 3 0 6 0 1 0 0 1 1.6707
1 0 0 0 0 2 2 2 0 0 1 0 0 0 1 0 2 1 2 0 1 1 1 1 1 0 0 3 0 0 2 1 1 1 3 1 0 0 2 0 0 0 0 0 0 0 3 0 6 0 1 0 0 1 1.84752
1 0 0 0 0 2 2 2 0 0 1 0 0 0 1 0 2 1 2 0 1 1 1 1 1 0 0 3 0 0 2 1 1 1 3 1 0 0 2 0 0 0 0 1 0 0 3 0 6 0 1 0 0 1 1.99444
1 0 0 0 0 2 2 2 0 0 0 0 0 0 1 0 2 1 2 0 1 1 1 1 1 0 0 3 0 0 2 1 1 1 3 1 0 0 2 1 0 0 0 1 0 0 3 0 5 0 1 0 0 1 2.08297
1 0 0 0 0 2 2 2 0 0 0 0 0 0 0 0 2 1 2 0 1 1 1 1 1 0 0 3 0 0 2 1 1 1 3 1 0 0 2 1 0 1 0 1 0 0 3 0 4 0 0 6 0 1 2.08
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 0 1 1 1 1 1 0 0 3 0 0 2 1 1 1 3 1 0 0 2 1 0 1 0 1 0 0 0 0 1 0 0 0 0 1 2.07
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 0 1 1 1 1 1 0 0 3 0 0 2 1 1 1 3 1 0 0 2 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 2.01
1 2 0 1 1 1 1 1 1 0 2 1 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 12 0 1 2 3 1 1.92905
0 2 0 1 1 1 1 1 1 0 2 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 0 0 0 0 0 6 0 0 10 0 1 0 0 1 1.90348
0 0 0 1 1 1 1 1 1 0 2 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 0 0 0 0 0 6 0 0 9 0 1 0 0 1 1.93301
